State_id,Year,Month_Number,Total_Installment,Total_Product_Description,Total_Product_Name_Length,Photos_Quality,Total_Payment,PreviousMonthPayment,SeasonalPayment,QuarterPayment,LastYearPayment
3,2016,9,6,762,84,1,150.12,,,,
16,2016,9,4,2360,200,5,544.91999999999996,150.12,,,
3,2016,10,182,33394,2488,9.5714285714285712,10996.699999999999,544.91999999999996,,,
9,2016,10,40,15034,402,1.25,2134.2800000000002,10996.699999999999,150.12,,
8,2016,10,48,3804,300,3,1990.6800000000001,2134.2800000000002,544.91999999999996,150.12,
1,2016,10,962,201978,12090,36.777777777777779,39834.620000000003,1990.6800000000001,10996.699999999999,544.91999999999996,
6,2016,10,434,78652,4720,12.875,13975.66,39834.620000000003,2134.2800000000002,10996.699999999999,
4,2016,10,362,108300,5944,17.875,27238.800000000003,13975.66,1990.6800000000001,2134.2800000000002,
10,2016,10,244,54692,3290,9.5714285714285712,11910.819999999998,27238.800000000003,39834.620000000003,1990.6800000000001,
12,2016,10,38,12358,686,3.6666666666666665,3899.5599999999999,11910.819999999998,13975.66,39834.620000000003,
19,2016,10,68,16208,870,5,2309.3400000000001,3899.5599999999999,27238.800000000003,13975.66,
17,2016,10,2,1246,86,5,149.47999999999999,2309.3400000000001,11910.819999999998,27238.800000000003,
16,2016,10,2,1932,112,5,138.03999999999999,149.47999999999999,3899.5599999999999,11910.819999999998,150.12
20,2016,10,60,15680,690,3,3376.9799999999996,138.03999999999999,2309.3400000000001,3899.5599999999999,544.91999999999996
18,2016,10,70,14768,840,4,2997.4200000000001,3376.9799999999996,149.47999999999999,2309.3400000000001,10996.699999999999
5,2016,10,170,25686,1308,4.5,9669.0599999999995,2997.4200000000001,138.03999999999999,149.47999999999999,2134.2800000000002
14,2016,10,28,7568,520,2.75,2697.0799999999999,9669.0599999999995,3376.9799999999996,138.03999999999999,1990.6800000000001
13,2016,10,36,9540,1026,6,8249.6999999999989,2697.0799999999999,2997.4200000000001,3376.9799999999996,39834.620000000003
21,2016,10,8,2180,120,1,492.18000000000001,8249.6999999999989,9669.0599999999995,2997.4200000000001,13975.66
2,2016,10,24,12834,680,11.666666666666666,3608.9799999999996,492.18000000000001,2697.0799999999999,9669.0599999999995,27238.800000000003
24,2016,10,16,11072,320,5.5,691.83999999999992,3608.9799999999996,8249.6999999999989,2697.0799999999999,11910.819999999998
23,2016,10,14,2140,164,3,259.80000000000001,691.83999999999992,492.18000000000001,8249.6999999999989,3899.5599999999999
7,2016,10,60,3104,220,2.5,1208.1399999999999,259.80000000000001,3608.9799999999996,492.18000000000001,2309.3400000000001
10,2016,12,2,3420,128,1,39.240000000000002,1208.1399999999999,691.83999999999992,3608.9799999999996,149.47999999999999
8,2017,1,240,56878,3194,6.833333333333333,10307.300000000001,39.240000000000002,259.80000000000001,691.83999999999992,138.03999999999999
9,2017,1,70,29558,1008,2.5,4985.1599999999999,10307.300000000001,1208.1399999999999,259.80000000000001,3376.9799999999996
10,2017,1,320,158540,7290,7.0526315789473681,16243.279999999999,4985.1599999999999,39.240000000000002,1208.1399999999999,2997.4200000000001
3,2017,1,418,114748,6228,8.2777777777777786,32015.84,16243.279999999999,10307.300000000001,39.240000000000002,9669.0599999999995
17,2017,1,18,2680,228,2.5,926.25999999999999,32015.84,4985.1599999999999,10307.300000000001,2697.0799999999999
13,2017,1,28,5786,664,2.7999999999999998,1596.1999999999998,926.25999999999999,16243.279999999999,4985.1599999999999,8249.6999999999989
19,2017,1,410,42926,3088,6.666666666666667,32224.739999999998,1596.1999999999998,32015.84,16243.279999999999,492.18000000000001
21,2017,1,42,16094,722,3,2907.96,32224.739999999998,926.25999999999999,32015.84,3608.9799999999996
11,2017,1,10,522,108,6,340.72000000000003,2907.96,1596.1999999999998,926.25999999999999,691.83999999999992
6,2017,1,878,279128,13330,12.083333333333334,52975.640000000014,340.72000000000003,32224.739999999998,1596.1999999999998,259.80000000000001
24,2017,1,18,7870,422,2.6666666666666665,763.56000000000006,52975.640000000014,2907.96,32224.739999999998,1208.1399999999999
7,2017,1,108,33950,1440,3.625,6693.8399999999992,763.56000000000006,340.72000000000003,2907.96,39.240000000000002
12,2017,1,80,10296,872,3.8571428571428572,2532.2600000000002,6693.8399999999992,52975.640000000014,340.72000000000003,10307.300000000001
4,2017,1,688,186406,12464,12.869565217391305,34023.939999999995,2532.2600000000002,763.56000000000006,52975.640000000014,4985.1599999999999
27,2017,1,32,2026,468,4,3314.6599999999999,34023.939999999995,6693.8399999999992,763.56000000000006,16243.279999999999
22,2017,1,8,5194,276,1.3333333333333333,1651.02,3314.6599999999999,2532.2600000000002,6693.8399999999992,32015.84
18,2017,1,76,30180,1420,4.8888888888888893,4854.6000000000004,1651.02,34023.939999999995,2532.2600000000002,926.25999999999999
20,2017,1,72,16720,854,3.5,4303.8600000000006,4854.6000000000004,3314.6599999999999,34023.939999999995,1596.1999999999998
1,2017,1,2124,646202,36108,30.444444444444443,132188.34,4303.8600000000006,1651.02,3314.6599999999999,32224.739999999998
15,2017,1,8,3512,212,2,1353.7199999999998,132188.34,4854.6000000000004,1651.02,2907.96
14,2017,1,50,24924,886,5.2000000000000002,2536.2600000000002,1353.7199999999998,4303.8600000000006,4854.6000000000004,340.72000000000003
23,2017,1,22,10986,248,3.5,1497.5599999999999,2536.2600000000002,132188.34,4303.8600000000006,52975.640000000014
5,2017,1,256,71724,3740,5.666666666666667,17793.920000000002,1497.5599999999999,1353.7199999999998,132188.34,763.56000000000006
2,2017,1,98,24744,1308,3.3999999999999999,7528.1800000000012,17793.920000000002,2536.2600000000002,1353.7199999999998,6693.8399999999992
20,2017,2,142,41220,2156,3.2857142857142856,7050.9600000000009,7528.1800000000012,1497.5599999999999,2536.2600000000002,2532.2600000000002
22,2017,2,88,20966,1232,3.2999999999999998,8025.7600000000002,7050.9600000000009,17793.920000000002,1497.5599999999999,34023.939999999995
8,2017,2,482,138070,6606,6.5,19738.000000000011,8025.7600000000002,7528.1800000000012,17793.920000000002,3314.6599999999999
1,2017,2,3802,1079360,68640,57.107142857142854,210152.47999999995,19738.000000000011,7050.9600000000009,7528.1800000000012,1651.02
9,2017,2,264,55818,3752,4.4500000000000002,12906.660000000003,210152.47999999995,8025.7600000000002,7050.9600000000009,4854.6000000000004
11,2017,2,70,24220,1018,2.625,16404.480000000003,12906.660000000003,19738.000000000011,8025.7600000000002,4303.8600000000006
10,2017,2,906,213898,12812,11.296296296296296,59869.459999999985,16404.480000000003,210152.47999999995,19738.000000000011,132188.34
3,2017,2,770,179000,10532,8.7857142857142865,40554.940000000002,59869.459999999985,12906.660000000003,210152.47999999995,1353.7199999999998
6,2017,2,1720,457436,27650,21.928571428571427,86802.739999999991,40554.940000000002,16404.480000000003,12906.660000000003,2536.2600000000002
17,2017,2,88,21294,1670,4.4444444444444446,5088.6000000000004,86802.739999999991,59869.459999999985,16404.480000000003,1497.5599999999999
27,2017,2,58,16258,440,2.3333333333333335,2578.1599999999999,5088.6000000000004,40554.940000000002,59869.459999999985,17793.920000000002
25,2017,2,70,9604,808,2.3333333333333335,2245.0800000000004,2578.1599999999999,86802.739999999991,40554.940000000002,7528.1800000000012
16,2017,2,6,4134,182,7,217.47999999999999,2245.0800000000004,5088.6000000000004,86802.739999999991,7050.9600000000009
15,2017,2,38,10566,582,2.3999999999999999,1879.1000000000001,217.47999999999999,2578.1599999999999,5088.6000000000004,8025.7600000000002
18,2017,2,144,46606,2354,3.3999999999999999,21903.119999999999,1879.1000000000001,2245.0800000000004,2578.1599999999999,19738.000000000011
26,2017,2,32,3430,572,8,4007.5999999999999,21903.119999999999,217.47999999999999,2245.0800000000004,210152.47999999995
2,2017,2,212,51778,2742,3.8888888888888888,24210.400000000001,4007.5999999999999,1879.1000000000001,217.47999999999999,12906.660000000003
24,2017,2,116,16524,1446,7.333333333333333,7650.7599999999993,24210.400000000001,21903.119999999999,1879.1000000000001,16404.480000000003
7,2017,2,124,28138,1820,3.7333333333333334,8256.3600000000006,7650.7599999999993,4007.5999999999999,21903.119999999999,59869.459999999985
14,2017,2,68,21408,1044,5.666666666666667,2202.5,8256.3600000000006,24210.400000000001,4007.5999999999999,40554.940000000002
13,2017,2,44,18384,1128,2.5,2390.46,2202.5,7650.7599999999993,24210.400000000001,86802.739999999991
12,2017,2,74,21578,1446,2.2727272727272729,5163.9400000000005,2390.46,8256.3600000000006,7650.7599999999993,5088.6000000000004
21,2017,2,138,22632,1498,3,7913.1399999999994,5163.9400000000005,2202.5,8256.3600000000006,2578.1599999999999
19,2017,2,120,45276,2588,6.1764705882352944,6318.5400000000018,7913.1399999999994,2390.46,2202.5,2245.0800000000004
23,2017,2,104,30662,1358,2.7000000000000002,5935.7400000000007,6318.5400000000018,5163.9400000000005,2390.46,217.47999999999999
4,2017,2,1630,453238,27616,23.074074074074073,101036.06,5935.7400000000007,7913.1399999999994,5163.9400000000005,1879.1000000000001
5,2017,2,354,97642,5784,6.8076923076923075,17767.060000000001,101036.06,6318.5400000000018,7913.1399999999994,21903.119999999999
20,2017,3,282,74994,4676,5.4761904761904763,19931.919999999998,17767.060000000001,5935.7400000000007,6318.5400000000018,4007.5999999999999
16,2017,3,12,2226,172,3.5,661.62,19931.919999999998,101036.06,5935.7400000000007,24210.400000000001
18,2017,3,404,81322,6842,5.1538461538461542,19812.119999999999,661.62,17767.060000000001,101036.06,7650.7599999999993
26,2017,3,28,3898,366,2.3333333333333335,1335.8599999999999,19812.119999999999,19931.919999999998,17767.060000000001,8256.3600000000006
9,2017,3,308,89410,4660,5.2608695652173916,15805.859999999997,1335.8599999999999,661.62,19931.919999999998,2202.5
8,2017,3,728,208248,10552,9.0333333333333332,49347.860000000001,15805.859999999997,19812.119999999999,661.62,2390.46
22,2017,3,118,35850,2156,4.8181818181818183,8115.4199999999992,49347.860000000001,1335.8599999999999,19812.119999999999,5163.9400000000005
27,2017,3,22,4234,162,2,1060.3600000000001,8115.4199999999992,15805.859999999997,1335.8599999999999,7913.1399999999994
3,2017,3,1240,262516,15532,12.300000000000001,55213.459999999999,1060.3600000000001,49347.860000000001,15805.859999999997,6318.5400000000018
1,2017,3,6726,1759048,112248,84,371880.47999999998,55213.459999999999,8115.4199999999992,49347.860000000001,5935.7400000000007
25,2017,3,32,9018,478,3.3999999999999999,2032.5000000000002,371880.47999999998,1060.3600000000001,8115.4199999999992,101036.06
5,2017,3,760,197044,11106,8.6896551724137936,48619.060000000005,2032.5000000000002,55213.459999999999,1060.3600000000001,17767.060000000001
2,2017,3,342,80130,4386,3.8636363636363638,25440.000000000007,48619.060000000005,371880.47999999998,55213.459999999999,19931.919999999998
23,2017,3,62,16380,896,3.1111111111111112,2842.9999999999991,25440.000000000007,2032.5000000000002,371880.47999999998,661.62
15,2017,3,48,5608,710,3.5714285714285716,2282.5799999999999,2842.9999999999991,48619.060000000005,2032.5000000000002,19812.119999999999
13,2017,3,126,55672,2718,4.0526315789473681,7250.5400000000009,2282.5799999999999,25440.000000000007,48619.060000000005,1335.8599999999999
14,2017,3,132,17450,1444,2.6000000000000001,4209.1999999999998,7250.5400000000009,2842.9999999999991,25440.000000000007,15805.859999999997
7,2017,3,70,37412,1914,4.25,9517.0599999999995,4209.1999999999998,2282.5799999999999,2842.9999999999991,49347.860000000001
24,2017,3,206,49702,2602,5.2222222222222223,7952.6600000000017,9517.0599999999995,7250.5400000000009,2282.5799999999999,8115.4199999999992
19,2017,3,362,82704,5276,4.4814814814814818,28016.16,7952.6600000000017,4209.1999999999998,7250.5400000000009,1060.3600000000001
21,2017,3,72,48638,1456,3.8999999999999999,7019.8399999999992,28016.16,9517.0599999999995,4209.1999999999998,55213.459999999999
17,2017,3,214,32520,1730,2.75,11067.019999999999,7019.8399999999992,7952.6600000000017,9517.0599999999995,371880.47999999998
12,2017,3,166,35730,2354,2.5294117647058822,14777.759999999998,11067.019999999999,28016.16,7952.6600000000017,2032.5000000000002
6,2017,3,2614,633996,40776,30.70967741935484,128124.23999999999,14777.759999999998,7019.8399999999992,28016.16,48619.060000000005
4,2017,3,2722,728888,43056,34.354838709677416,147276.89999999997,128124.23999999999,11067.019999999999,7019.8399999999992,25440.000000000007
10,2017,3,828,251344,14972,14.1,47505.319999999992,147276.89999999997,14777.759999999998,11067.019999999999,2842.9999999999991
11,2017,3,152,46678,2462,3.3999999999999999,16824.519999999997,47505.319999999992,128124.23999999999,14777.759999999998,2282.5799999999999
14,2017,4,114,20062,1250,3.125,3914.9000000000001,16824.519999999997,147276.89999999997,128124.23999999999,7250.5400000000009
16,2017,4,4,1236,216,3,213.78,3914.9000000000001,47505.319999999992,147276.89999999997,4209.1999999999998
15,2017,4,172,30186,1660,3.5833333333333335,8567.4200000000001,213.78,16824.519999999997,47505.319999999992,9517.0599999999995
24,2017,4,120,21214,1238,3.2999999999999998,8977.9000000000015,8567.4200000000001,3914.9000000000001,16824.519999999997,7952.6600000000017
2,2017,4,386,70658,4132,4.5714285714285712,14338.900000000001,8977.9000000000015,213.78,3914.9000000000001,28016.16
1,2017,4,6146,1646062,100120,78.200000000000003,367811.39999999997,14338.900000000001,8567.4200000000001,213.78,7019.8399999999992
3,2017,4,970,193564,14520,10.6,68964,367811.39999999997,8977.9000000000015,8567.4200000000001,11067.019999999999
8,2017,4,1020,147494,10552,8.8148148148148149,53003.400000000001,68964,14338.900000000001,8977.9000000000015,14777.759999999998
22,2017,4,52,13920,844,2.125,2654.1400000000003,53003.400000000001,367811.39999999997,14338.900000000001,128124.23999999999
20,2017,4,236,62596,4064,4.8695652173913047,10982.860000000001,2654.1400000000003,68964,367811.39999999997,147276.89999999997
18,2017,4,286,77066,3698,4.6842105263157894,21245.52,10982.860000000001,53003.400000000001,68964,47505.319999999992
12,2017,4,352,63354,4314,4.9000000000000004,15440.460000000003,21245.52,2654.1400000000003,53003.400000000001,16824.519999999997
23,2017,4,242,36724,2366,2.8125,11144.100000000002,15440.460000000003,10982.860000000001,2654.1400000000003,3914.9000000000001
21,2017,4,146,22032,1422,3.7000000000000002,5740.0400000000009,11144.100000000002,21245.52,10982.860000000001,213.78
19,2017,4,350,67284,4272,4.1904761904761907,17012.359999999997,5740.0400000000009,15440.460000000003,21245.52,8567.4200000000001
11,2017,4,76,33810,1708,3.6363636363636362,4998.2400000000007,17012.359999999997,11144.100000000002,15440.460000000003,8977.9000000000015
7,2017,4,224,251350,5108,4.3684210526315788,9775.4200000000019,4998.2400000000007,5740.0400000000009,11144.100000000002,14338.900000000001
5,2017,4,770,195036,12396,9.0666666666666664,35037.779999999992,9775.4200000000019,17012.359999999997,5740.0400000000009,367811.39999999997
4,2017,4,2270,535810,36798,28.566666666666666,146422.33999999994,35037.779999999992,4998.2400000000007,17012.359999999997,68964
17,2017,4,186,29374,2016,2.7999999999999998,7657.5999999999985,146422.33999999994,9775.4200000000019,4998.2400000000007,53003.400000000001
9,2017,4,424,73346,4916,5.0909090909090908,14310.419999999996,7657.5999999999985,35037.779999999992,9775.4200000000019,2654.1400000000003
10,2017,4,718,163812,11954,11.206896551724139,48448.5,14310.419999999996,146422.33999999994,35037.779999999992,10982.860000000001
6,2017,4,2234,500080,29774,24,121142.44000000005,48448.5,7657.5999999999985,146422.33999999994,21245.52
25,2017,4,102,24882,1354,2.7000000000000002,2352.46,121142.44000000005,14310.419999999996,7657.5999999999985,15440.460000000003
13,2017,4,184,34140,2782,4.6111111111111107,8471.6600000000035,2352.46,48448.5,14310.419999999996,11144.100000000002
27,2017,4,54,10390,480,2.2000000000000002,2703.02,8471.6600000000035,121142.44000000005,48448.5,5740.0400000000009
7,2017,5,232,57746,4046,5.0499999999999998,16647.680000000004,2703.02,2352.46,121142.44000000005,17012.359999999997
21,2017,5,204,41948,2776,3.8235294117647061,23647.079999999994,16647.680000000004,8471.6600000000035,2352.46,4998.2400000000007
13,2017,5,192,42798,3132,3.5238095238095237,9316.2999999999975,23647.079999999994,2703.02,8471.6600000000035,9775.4200000000019
15,2017,5,168,30074,1998,2.9285714285714284,6397.8200000000015,9316.2999999999975,16647.680000000004,2703.02,35037.779999999992
23,2017,5,244,48626,2862,3.7777777777777777,11654.26,6397.8200000000015,23647.079999999994,16647.680000000004,146422.33999999994
14,2017,5,228,34722,2256,3.4285714285714284,12387.299999999999,11654.26,9316.2999999999975,23647.079999999994,7657.5999999999985
5,2017,5,1152,278736,17532,13.096774193548388,81996.740000000005,12387.299999999999,6397.8200000000015,9316.2999999999975,14310.419999999996
16,2017,5,42,5944,268,3,1071.8599999999999,81996.740000000005,11654.26,6397.8200000000015,48448.5
18,2017,5,478,113288,6704,6.625,21433.939999999995,1071.8599999999999,12387.299999999999,11654.26,121142.44000000005
2,2017,5,280,43364,3440,3.9545454545454546,13141.400000000007,21433.939999999995,81996.740000000005,12387.299999999999,2352.46
24,2017,5,66,14048,1584,2.8888888888888888,2415.7399999999998,13141.400000000007,1071.8599999999999,81996.740000000005,8471.6600000000035
26,2017,5,36,10424,524,1.8,3017.6799999999994,2415.7399999999998,21433.939999999995,1071.8599999999999,2703.02
25,2017,5,46,14026,898,2,2643.3600000000001,3017.6799999999994,13141.400000000007,21433.939999999995,16647.680000000004
4,2017,5,4432,828684,54516,38.41935483870968,209376.50000000003,2643.3600000000001,2415.7399999999998,13141.400000000007,23647.079999999994
12,2017,5,594,111658,6260,4.8888888888888893,26555.720000000005,209376.50000000003,3017.6799999999994,2415.7399999999998,9316.2999999999975
11,2017,5,234,35462,2712,2.736842105263158,9002.7600000000002,26555.720000000005,2643.3600000000001,3017.6799999999994,6397.8200000000015
6,2017,5,3358,681316,46022,31.032258064516128,135601.39999999999,9002.7600000000002,209376.50000000003,2643.3600000000001,11654.26
19,2017,5,812,149372,10090,7.0999999999999996,42310.319999999992,135601.39999999999,26555.720000000005,209376.50000000003,12387.299999999999
17,2017,5,142,31060,1858,3.4615384615384617,7774.0599999999995,42310.319999999992,9002.7600000000002,26555.720000000005,81996.740000000005
10,2017,5,1710,357788,23798,16.516129032258064,95133.259999999995,7774.0599999999995,135601.39999999999,9002.7600000000002,1071.8599999999999
27,2017,5,64,9150,672,2.7999999999999998,4765.2799999999988,95133.259999999995,42310.319999999992,135601.39999999999,21433.939999999995
9,2017,5,742,161840,10952,7.903225806451613,39297.759999999995,4765.2799999999988,7774.0599999999995,42310.319999999992,13141.400000000007
8,2017,5,1196,250650,15202,10.333333333333334,55245.880000000005,39297.759999999995,95133.259999999995,7774.0599999999995,2415.7399999999998
20,2017,5,494,122324,6798,6.375,32024.02,55245.880000000005,4765.2799999999988,95133.259999999995,3017.6799999999994
1,2017,5,10210,2493894,163334,117.29032258064517,508181.69999999995,32024.02,39297.759999999995,4765.2799999999988,2643.3600000000001
22,2017,5,48,12698,732,1.5714285714285714,1657.7600000000002,508181.69999999995,55245.880000000005,39297.759999999995,209376.50000000003
3,2017,5,1606,329002,22744,16.193548387096776,76311.51999999999,1657.7600000000002,32024.02,55245.880000000005,26555.720000000005
27,2017,6,46,3748,380,2,1020.54,76311.51999999999,508181.69999999995,32024.02,9002.7600000000002
17,2017,6,194,44570,2574,5.0714285714285712,16002.719999999999,1020.54,1657.7600000000002,508181.69999999995,135601.39999999999
21,2017,6,142,26748,1442,3.6000000000000001,5253.9200000000001,16002.719999999999,76311.51999999999,1657.7600000000002,42310.319999999992
19,2017,6,442,130064,8478,6.1481481481481479,24920.420000000002,5253.9200000000001,1020.54,76311.51999999999,7774.0599999999995
12,2017,6,400,77226,4546,3.75,23114.02,24920.420000000002,16002.719999999999,1020.54,95133.259999999995
11,2017,6,182,42386,2852,4.1333333333333337,10437.200000000001,23114.02,5253.9200000000001,16002.719999999999,4765.2799999999988
7,2017,6,166,34262,2322,4.2666666666666666,9896.5800000000017,10437.200000000001,24920.420000000002,5253.9200000000001,39297.759999999995
6,2017,6,2946,582116,38832,29.133333333333333,125790.72000000003,9896.5800000000017,23114.02,24920.420000000002,55245.880000000005
14,2017,6,84,30422,1348,3.2222222222222223,3186.1199999999999,125790.72000000003,10437.200000000001,23114.02,32024.02
4,2017,6,3060,682668,44598,32.633333333333333,140829.36000000002,3186.1199999999999,9896.5800000000017,10437.200000000001,508181.69999999995
24,2017,6,54,13830,976,2.5555555555555554,4341.7800000000007,140829.36000000002,125790.72000000003,9896.5800000000017,1657.7600000000002
2,2017,6,206,60066,3642,5,13837.180000000002,4341.7800000000007,3186.1199999999999,125790.72000000003,76311.51999999999
26,2017,6,12,1910,330,3.5,1287.5999999999999,13837.180000000002,140829.36000000002,3186.1199999999999,1020.54
23,2017,6,56,9518,980,3.5,2552.04,1287.5999999999999,4341.7800000000007,140829.36000000002,16002.719999999999
5,2017,6,806,242518,13364,11.148148148148149,37319.040000000008,2552.04,13837.180000000002,4341.7800000000007,5253.9200000000001
15,2017,6,84,11978,774,3,9188.9999999999982,37319.040000000008,1287.5999999999999,13837.180000000002,24920.420000000002
16,2017,6,12,3130,264,1.3333333333333333,350.36000000000001,9188.9999999999982,2552.04,1287.5999999999999,23114.02
10,2017,6,1212,280234,18452,13.068965517241379,70295.840000000011,350.36000000000001,37319.040000000008,2552.04,10437.200000000001
9,2017,6,674,112810,8444,7.1481481481481479,28155.199999999993,70295.840000000011,9188.9999999999982,37319.040000000008,9896.5800000000017
8,2017,6,954,233600,13584,11.379310344827585,64464.379999999983,28155.199999999993,350.36000000000001,9188.9999999999982,125790.72000000003
25,2017,6,6,1172,88,3,409.68000000000001,64464.379999999983,70295.840000000011,350.36000000000001,3186.1199999999999
3,2017,6,1728,368168,25576,19.233333333333334,86236.160000000003,409.68000000000001,28155.199999999993,70295.840000000011,140829.36000000002
13,2017,6,112,19664,1538,2.3999999999999999,4716.4600000000009,86236.160000000003,64464.379999999983,28155.199999999993,4341.7800000000007
18,2017,6,532,138334,7926,6.4000000000000004,26169.099999999995,4716.4600000000009,409.68000000000001,64464.379999999983,13837.180000000002
22,2017,6,114,26106,1446,4.75,5416.8999999999996,26169.099999999995,86236.160000000003,409.68000000000001,1287.5999999999999
20,2017,6,416,71072,5076,4,19257.740000000002,5416.8999999999996,4716.4600000000009,86236.160000000003,2552.04
1,2017,6,9400,2303202,148740,109.03333333333333,467056.47999999998,19257.740000000002,26169.099999999995,4716.4600000000009,37319.040000000008
11,2017,7,240,49724,2980,3.6875,10581.380000000001,467056.47999999998,5416.8999999999996,26169.099999999995,9188.9999999999982
17,2017,7,258,40816,3494,4.7647058823529411,23323.919999999995,10581.380000000001,19257.740000000002,5416.8999999999996,350.36000000000001
9,2017,7,540,116330,9904,8.5714285714285712,23066.660000000003,23323.919999999995,467056.47999999998,19257.740000000002,70295.840000000011
10,2017,7,1564,331324,21856,16.451612903225808,70303.800000000017,23066.660000000003,10581.380000000001,467056.47999999998,28155.199999999993
6,2017,7,3456,688912,50102,37.41935483870968,162442.28,70303.800000000017,23323.919999999995,10581.380000000001,64464.379999999983
27,2017,7,28,9870,434,3,1588.8,162442.28,23066.660000000003,23323.919999999995,409.68000000000001
25,2017,7,102,4742,734,1.8,3691.1599999999999,1588.8,70303.800000000017,23066.660000000003,86236.160000000003
23,2017,7,196,26730,1916,2.3999999999999999,7616.0600000000004,3691.1599999999999,162442.28,70303.800000000017,4716.4600000000009
